name	gene	loc	str	base	opt	introns	don	acc	emm	imm	elen	ilen	icost
ch.11321	Gene:WBGene00013477	IV:10956762-10957754	-	1.237938409134331	0.0314	8	0.4222	0.0022	0.9988	0.9973	0.9986	0.0070	0.9843
ch.14341	Gene:WBGene00022394	V:7982556-7983530	-	0.34484397486089036	0.2802	18	0.9964	0.8906	0.3123	0.9988	0.0062	0.0026	0.0376
ch.7184	Gene:WBGene00002100	III:4476817-4477671	-	1.766868522090214	0.0482	8	0.9989	0.0038	0.9975	0.9967	0.0013	0.9983	0.0130
ch.11331	Gene:WBGene00008777	IV:11009195-11010074	+	1.9999999999999993	0.5462	12	0.7284	0.6358	0.0796	0.5970	0.1887	0.2440	0.3251
ch.1411	Gene:WBGene00011969	I:7694219-7695331	+	1.3462993915541148	0.8398	8	0.0027	0.2650	0.9999	0.6646	0.0004	0.0062	0.9994
ch.6598	Gene:WBGene00000263	III:909856-910689	-	1.2975613840009879	0.2229	21	0.9931	0.3807	0.7769	0.9908	0.9943	0.0041	0.9947
ch.6187	Gene:WBGene00011056	II:13736219-13737032	+	1.5571957212801384	0.0170	4	0.9987	0.5160	0.9972	0.2357	0.3062	0.0879	0.1052
ch.13918	Gene:WBGene00020275	V:6426145-6427211	-	1.9259611493213278	0.0751	14	0.0007	0.8131	0.0002	0.9960	0.0016	0.0016	0.9747
ch.4900	Gene:WBGene00015514	II:7790490-7791474	+	1.9993737960715858	0.0934	44	0.5501	0.2328	0.9969	0.9966	0.0077	0.0003	0.9900
ch.8865	Gene:WBGene00013553	III:12225538-12226329	-	0.5318602720689348	0.0762	12	0.9906	0.9944	0.6522	0.1303	0.9983	0.9954	0.9925
ch.1201	Gene:WBGene00020937	I:6741883-6742480	+	1.2940801820113275	0.0002	2	0.6669	0.0196	0.2061	0.8532	0.8830	0.0456	0.7045
ch.10589	Gene:WBGene00249815	IV:7947339-7948151	+	1.9981631516127594	0.8702	6	0.0003	0.0097	0.0045	0.9821	0.0008	0.0013	0.9943
ch.473	Gene:WBGene00021035	I:3367539-3368649	-	0.7518967897003209	0.1931	34	0.8747	0.0018	0.9914	0.9969	0.0102	0.0013	0.9970
ch.5046	Gene:WBGene00001358	II:8444206-8445276	+	1.595766789764541	0.4092	6	0.0017	0.9982	0.0072	0.9987	0.9941	0.0022	0.0105
ch.1388	Gene:WBGene00008414	I:7580843-7581727	-	0.6914893828147255	0.0138	10	0.0352	0.9861	0.9241	0.4887	0.0157	0.0125	0.9858
ch.5513	Gene:WBGene00007419	II:10350655-10351712	+	0.9034057723050838	0.2495	12	0.3330	0.4235	0.9862	0.0024	0.5269	0.0304	0.8456
ch.11959	Gene:WBGene00012885	IV:13783861-13784779	+	0.07496081852511399	0.0725	9	0.9961	0.9993	0.9948	0.9955	0.0020	0.0103	0.0053
ch.13820	Gene:WBGene00045305	V:5812215-5813236	-	1.33288309469774	0.0000	3	0.9466	0.9572	0.9427	0.0778	0.1723	0.6412	0.6110
ch.8710	Gene:WBGene00012926	III:11223335-11224205	-	1.286752800667401	0.0000	2	0.0964	0.9007	0.9283	0.4821	0.8123	0.6555	0.3061
ch.1660	Gene:WBGene00004484	I:8815471-8816292	-	0.6874663379843623	0.1022	53	0.7714	0.9976	0.4411	0.9893	0.9938	0.0003	0.9988
ch.15620	Gene:WBGene00011309	V:12967207-12968081	-	1.1515450191724954	0.3083	13	0.9990	0.1417	0.9652	0.3012	0.9904	0.9935	0.9461
ch.2762	Gene:WBGene00002110	I:14027135-14027687	+	0.5601508194679856	0.4553	4	0.0044	0.3911	0.9968	0.7051	0.0003	0.9974	0.9453
ch.18855	Gene:WBGene00017258	X:8413329-8414294	+	0.6903471313855779	0.1433	10	0.4493	0.9935	0.7625	0.0195	0.6797	0.2293	0.4140
ch.7403	Gene:WBGene00022597	III:5267747-5268680	+	1.9989431446208912	1.8227	12	0.0005	0.4449	0.1408	0.1092	0.8648	0.0031	0.9896
ch.3236	Gene:WBGene00302984	II:1403220-1404030	+	1.216285659432127	0.0001	5	0.1593	0.6488	0.0924	0.9498	0.5361	0.4891	0.5180
ch.19341	Gene:WBGene00008572	X:11406953-11407831	-	0.5751503848643207	0.1326	24	0.9871	0.9914	0.9954	0.5471	0.0114	0.0032	0.0112
ch.9180	Gene:WBGene00020300	IV:387983-388815	+	0.6688464412146277	0.0661	11	0.9897	0.7089	0.9953	0.2513	0.0039	0.0478	0.9953
ch.862	Gene:WBGene00018601	I:5332148-5332879	-	1.9995472793563085	0.0632	6	0.7660	0.9614	0.0002	0.9934	0.1546	0.9185	0.4804
ch.11191	Gene:WBGene00011224	IV:10408602-10409576	-	1.9995992763641781	0.0283	2	0.9904	0.6589	0.9976	0.0009	0.0042	0.9996	0.4055
ch.9921	Gene:WBGene00004432	IV:4749022-4749877	-	1.0428371009597353	0.0065	49	0.9976	0.9933	0.9972	0.9975	0.0118	0.3313	0.9880
ch.8764	Gene:WBGene00013432	III:11580593-11581501	-	0.7898855297392909	0.0000	5	0.0674	0.3179	0.9993	0.8154	0.1298	0.2778	0.4657
ch.10999	Gene:WBGene00010484	IV:9707046-9707863	+	1.9936515357962843	0.0065	7	0.9986	0.9963	0.2840	0.9995	0.9932	0.0111	0.6292
ch.12430	Gene:WBGene00007826	IV:17379146-17380269	-	0.22188034725428316	0.0328	8	0.9839	0.3979	0.9948	0.3777	0.7849	0.0127	0.8382
ch.6278	Gene:WBGene00001971	II:14250594-14251549	+	1.4117979496448343	0.1835	69	0.9988	0.9900	0.9859	0.9979	0.9934	0.0046	0.9949
ch.9183	Gene:WBGene00045249	IV:393055-393645	-	1.0116050838910167	0.0115	3	0.9984	0.9984	0.0054	0.4039	0.0001	0.9984	0.3825
ch.61	Gene:WBGene00021026	I:461894-462750	+	0.7012206924311586	0.1634	24	0.0214	0.3067	0.9155	0.9988	0.0007	0.0020	0.9971
ch.1461	Gene:WBGene00011915	I:7940033-7940827	-	0.7209345153131398	0.4004	17	0.3753	0.6270	0.9900	0.9490	0.9909	0.9958	0.5436
ch.15124	Gene:WBGene00007553	V:11011488-11012564	-	1.3341651466733964	0.0313	5	0.0037	0.0006	0.9986	0.9896	0.0046	0.0057	0.9956
ch.14064	Gene:WBGene00017613	V:7051614-7052278	+	1.0925763752918252	0.0220	6	0.9923	0.9992	0.9999	0.9982	0.0008	0.0030	0.0113
ch.4556	Gene:WBGene00002980	II:6346859-6347818	-	1.333319455155707	0.0022	21	0.0039	0.9926	0.9872	0.9991	0.0019	0.0080	0.9981
ch.1200	Gene:WBGene00020931	I:6741175-6741975	+	1.3350887498701898	0.0076	5	0.9987	0.9940	0.9977	0.6178	0.9929	0.9995	0.7172
ch.5580	Gene:WBGene00006397	II:10604929-10605711	-	1.9299675265211795	0.7300	5	0.0011	0.6437	0.9945	0.0013	0.9940	0.0022	0.3044
ch.2766	Gene:WBGene00002109	I:14037050-14037876	-	1.9999999999999991	0.0126	3	0.5727	0.9965	0.0020	0.9992	0.9953	0.0019	0.1008
ch.8695	Gene:WBGene00012357	III:11079644-11080512	+	1.3555865122350412	0.0005	2	0.1986	0.9989	0.0012	0.9914	0.9936	0.0020	0.2306
ch.5331	Gene:WBGene00008459	II:9597521-9598300	+	0.7117904205789516	0.0467	6	0.9940	0.9905	0.9543	0.6855	0.9855	0.9956	0.0008
ch.14625	Gene:WBGene00002015	V:9087192-9087881	-	1.4624004640499249	0.6168	26	0.5499	0.3229	0.9989	0.1339	0.7789	0.0058	0.9958
ch.19877	Gene:WBGene00008359	X:14524653-14525280	-	1.3828874175166155	0.0000	1	0.3276	0.1129	0.8719	0.9846	0.3324	0.1492	0.7703
ch.1627	Gene:WBGene00000209	I:8692845-8693567	+	1.3721401896828869	0.7239	17	0.9985	0.2477	0.9844	0.9979	0.0013	0.1449	0.9910
ch.19518	Gene:WBGene00009640	X:12343508-12344142	+	1.329879996127317	0.0000	1	0.9548	0.6291	0.3524	0.1857	0.8134	0.3404	0.8133
ch.9902	Gene:WBGene00017924	IV:4658948-4659616	-	1.3371285386983853	0.0079	5	0.2193	0.9980	0.9989	0.0021	0.0002	0.9899	0.7952
ch.13352	Gene:WBGene00019178	V:3812490-3813536	+	0.22703662734167865	0.2269	8	0.9929	0.9900	0.0039	0.2869	0.9981	0.9997	0.0017
ch.618	Gene:WBGene00020039	I:4149880-4150737	+	1.9999999999999991	0.0529	16	0.9992	0.9978	0.9970	0.0011	0.9973	0.0117	0.6176
ch.14626	Gene:WBGene00002019	V:9088030-9088716	+	1.2073754248294073	0.0000	16	0.2771	0.9839	0.5819	0.4110	0.4311	0.9323	0.1564
ch.9255	Gene:WBGene00018934	IV:795654-796670	-	0.739659618935928	0.0629	15	0.9934	0.7598	0.9785	0.9956	0.9985	0.9942	0.2930
ch.16275	Gene:WBGene00044206	V:15444815-15445519	+	1.9982796914355032	0.0029	5	0.8347	0.9970	0.0040	1.0000	0.0039	0.9239	0.2652
ch.4725	Gene:WBGene00195239	II:7053200-7053935	+	1.335266096042291	0.1801	5	0.0039	0.3477	0.9978	0.9992	0.0032	0.2935	0.9806
ch.6382	Gene:WBGene00012179	II:14815417-14816239	+	1.9982369805035867	0.2990	20	0.8942	0.9980	0.6288	0.9893	0.0125	0.0039	0.9987
ch.19075	Gene:WBGene00002271	X:9850470-9851435	+	1.0195394793067925	0.4140	28	0.0022	0.7256	0.8889	0.9895	0.0072	0.0017	0.9959
ch.17829	Gene:WBGene00022415	X:2030859-2031687	-	1.3917095728144666	0.1447	8	0.9967	0.9978	0.0056	0.3346	0.0250	0.9987	0.5048
ch.7955	Gene:WBGene00004918	III:7861969-7862673	+	0.6490286545262985	0.0261	8	0.9914	0.9879	0.4348	0.9970	0.9915	0.9956	0.0013
ch.18881	Gene:WBGene00015392	X:8541761-8542382	+	1.1227372680948164	0.0000	2	0.7887	0.0969	0.3949	0.5672	0.0884	0.8426	0.7235
ch.4655	Gene:WBGene00020499	II:6736102-6736882	+	0.6770494664882251	0.0096	3	0.0001	0.0227	0.6428	0.9993	0.0034	0.0077	0.9885
ch.6453	Gene:WBGene00018795	III:86576-87480	-	0.7855754316366559	0.0098	7	0.0025	0.7962	0.1427	0.0156	0.0041	0.0142	0.9869
ch.8952	Gene:WBGene00012550	III:12874930-12875882	+	1.3337604544713766	0.0011	25	0.2352	0.0214	0.6087	0.2635	0.5184	0.1657	0.8984
ch.3288	Gene:WBGene00015593	II:1633689-1634220	+	1.0902765017936378	0.0035	4	0.9918	0.9978	0.9989	0.9365	0.9681	0.9974	0.6683
ch.19358	Gene:WBGene00007958	X:11536467-11537223	+	0.6704130828114481	0.3363	8	0.5950	0.0011	0.0064	0.9973	0.0053	0.1633	0.9926
ch.15140	Gene:WBGene00077693	V:11059419-11060388	-	1.9893732399850987	0.2293	9	0.0031	0.0015	0.9931	0.5433	0.0039	0.0017	0.9943
ch.14735	Gene:WBGene00001915	V:9545435-9546363	+	1.999746849741705	1.2433	14	0.0006	0.0542	0.9962	0.9840	0.0009	0.0078	0.9971
ch.8339	Gene:WBGene00000235	III:9467363-9468157	+	1.328565662060062	0.0121	5	0.9995	0.9220	0.9950	0.9994	0.9929	0.0032	0.7225
ch.12589	Gene:WBGene00018616	V:622069-623034	-	1.899264003758625	0.0000	4	0.4270	0.5578	0.1385	0.7033	0.8688	0.3681	0.0609
ch.1877	Gene:WBGene00007303	I:9709987-9710844	-	0.1920386391382064	0.1801	9	0.9996	0.9994	0.5761	0.9900	0.0026	0.9997	0.0357
ch.1053	Gene:WBGene00020378	I:6167845-6168741	+	0.4524359101239704	0.1464	8	0.9997	0.9994	0.4093	0.9961	0.9436	0.0097	0.9790
ch.2947	Gene:WBGene00017750	II:41370-42081	-	1.9926588475366125	1.0277	8	0.0490	0.0058	0.9992	0.9893	0.9967	0.0093	0.6233
ch.8206	Gene:WBGene00018419	III:8844393-8845313	-	0.21826205191023276	0.1772	11	0.9920	0.9966	0.9918	0.9959	0.9985	0.0689	0.0273
ch.7292	Gene:WBGene00016449	III:4877425-4878410	-	0.7343237325801708	0.1124	10	0.9958	0.9880	0.9931	0.8700	0.0209	0.9932	0.0026
ch.9434	Gene:WBGene00022302	IV:1979887-1980456	+	0.9583371257909463	0.0068	4	0.9994	0.0569	0.9961	0.9913	0.0054	0.9997	0.1879
ch.2331	Gene:WBGene00011156	I:11910227-11911120	-	1.3459468738733342	0.1015	21	0.9931	0.9919	0.0019	0.9936	0.9963	0.9966	0.0032
ch.10774	Gene:WBGene00009013	IV:8739369-8740125	-	1.787103013342115	0.8429	8	0.0003	0.6690	0.9204	0.0012	0.0135	0.9996	0.2969
ch.9395	Gene:WBGene00004497	IV:1659590-1660096	+	0.16973276522119166	0.1349	8	0.9894	0.9917	0.8457	0.9942	0.9910	0.9996	0.9928
ch.10986	Gene:WBGene00010274	IV:9653434-9654322	+	0.827853944001194	0.0910	7	0.9971	0.0178	0.9499	0.3260	0.4967	0.0029	0.1412
ch.10553	Gene:WBGene00016379	IV:7791603-7792362	-	0.6827755934039219	0.2957	14	0.9915	0.9858	0.9963	0.9993	0.9966	0.0021	0.9915
ch.15298	Gene:WBGene00000249	V:11644376-11645469	+	1.3013337169525312	1.0545	9	0.5016	0.0027	0.9987	0.9990	0.0023	0.0011	0.9963
ch.16293	Gene:WBGene00004452	V:15512065-15512836	+	1.9999525099446849	0.2242	33	0.6554	0.5034	0.5214	0.9998	0.9989	0.0043	0.9977
ch.8309	Gene:WBGene00008040	III:9330215-9331027	+	0.23038140193731232	0.0039	4	0.1708	0.2500	0.8825	0.0259	0.2543	0.1546	0.6844
ch.5863	Gene:WBGene00012221	II:11966784-11967643	-	0.8296383592206658	0.6952	18	0.9999	0.9951	0.0046	0.9990	0.9921	0.9987	0.0456
ch.649	Gene:WBGene00016607	I:4267098-4268066	-	0.719222791019886	0.2510	6	0.9913	0.9886	0.0053	0.9998	0.0223	0.9976	0.9981
ch.14069	Gene:WBGene00021959	V:7059562-7060569	-	0.6664240742590946	0.0473	12	0.0205	0.5326	0.9341	0.2984	0.9908	0.0016	0.7570
ch.7248	Gene:WBGene00012146	III:4749693-4750385	+	0.6848858761173074	0.1075	7	0.9907	0.5980	0.0006	0.9934	0.9966	0.9996	0.9891
ch.1381	Gene:WBGene00012029	I:7553743-7554652	+	1.3620118935234202	0.7173	13	0.0012	0.9963	0.0008	0.4877	0.0126	0.0016	0.9898
ch.18370	Gene:WBGene00020738	X:5516607-5517262	-	0.9999902707031667	0.0000	10	0.9721	0.4235	0.3627	0.9438	0.2858	0.2512	0.6897
ch.9086	Gene:WBGene00011734	III:13623213-13624269	+	0.4166008729133849	0.3922	19	0.9998	0.9936	0.7112	0.8418	0.9960	0.9980	0.1961
ch.14110	Gene:WBGene00015742	V:7221368-7222255	+	0.11068178310230378	0.0389	7	0.9837	0.5551	0.1585	0.8551	0.7673	0.6889	0.5227
ch.6233	Gene:WBGene00012728	II:13981264-13981884	+	1.0032542237350284	0.0000	4	0.2732	0.0683	0.5087	0.4952	0.1065	0.6844	0.4417
ch.11023	Gene:WBGene00011743	IV:9796587-9797453	-	0.2000037267117852	0.1838	19	0.9997	0.9992	0.9990	0.9995	0.9892	0.9977	0.0019
ch.2059	Gene:WBGene00009119	I:10553015-10554012	-	0.6884699561729652	0.1321	54	0.9950	0.9918	0.9984	0.9885	0.0198	0.0065	0.9925
ch.6114	Gene:WBGene00008860	II:13237303-13238006	-	1.999238487350387	0.0001	7	0.9946	0.9900	0.0012	0.9994	0.9982	0.0035	0.2181
ch.6528	Gene:WBGene00021904	III:576859-577666	-	1.246658552450137	0.0061	4	0.9991	1.0000	0.7340	0.9944	0.9968	0.9963	0.9891
ch.302	Gene:WBGene00219275	I:2321924-2322695	-	0.8459798189544006	0.0004	6	0.1093	0.5008	0.7720	0.2325	0.2383	0.2411	0.6441
ch.19449	Gene:WBGene00008207	X:11982616-11983725	-	0.125172941303426	0.0264	7	0.6057	0.1018	0.9810	0.1650	0.7917	0.0545	0.4727
ch.857	Gene:WBGene00018598	I:5317390-5318223	-	0.5423839965863267	0.0311	11	0.9989	0.5654	0.3634	0.1243	0.9784	0.9755	0.0097
ch.13302	Gene:WBGene00018229	V:3570894-3571709	+	0.6676256480496412	0.3020	7	0.9942	0.9998	0.9985	0.0031	0.0028	0.9947	0.9989
ch.17411	Gene:WBGene00010005	V:20393972-20394834	+	1.9998851046368489	0.8509	5	0.9991	0.4700	0.0007	0.0003	0.9988	0.0013	0.9387
ch.4912	Gene:WBGene00011635	II:7855034-7855818	-	0.6932000615069858	0.0854	11	0.9988	0.9990	0.0026	0.0043	0.0072	0.9991	0.0011
ch.2333	Gene:WBGene00003123	I:11911904-11912776	-	1.3364973013162151	0.0385	12	0.0125	0.2755	0.9909	0.9998	0.0003	0.0015	0.9968
ch.13301	Gene:WBGene00020754	V:3564139-3564534	-	0.6782952624043875	0.6699	7	0.3707	0.7339	0.3581	0.5678	0.1020	0.2459	0.3991
ch.1101	Gene:WBGene00194703	I:6329435-6330280	+	1.2558809422384405	0.2847	6	0.9994	0.9548	0.9993	0.9989	0.0011	0.9998	0.3497
ch.1341	Gene:WBGene00008768	I:7313524-7314378	-	1.744515137864872	1.5520	10	0.0010	0.1312	0.0409	0.0138	0.0180	0.0004	0.9967
ch.11661	Gene:WBGene00009219	IV:12391486-12392219	+	0.6901849105701013	0.0328	11	0.8132	0.6048	0.1561	0.6373	0.9465	0.0026	0.9982
ch.19116	Gene:WBGene00013867	X:10057824-10058531	-	1.1746374527859706	0.0828	14	0.9914	0.3861	0.3998	0.7608	0.0037	0.9982	0.0017
ch.9835	Gene:WBGene00017484	IV:4294794-4295788	+	1.9999898259793192	0.0030	10	0.9982	0.9988	0.9939	0.9979	0.4008	0.0015	0.9893
ch.13399	Gene:WBGene00003765	V:3989277-3989869	+	0.07958255320808721	0.0482	17	0.9989	0.3316	0.9967	0.9953	0.9933	0.0058	0.4742
ch.7287	Gene:WBGene00016452	III:4866961-4867568	+	1.356414743714345	0.0000	2	0.5321	0.9848	0.3777	0.1062	0.0018	0.6894	0.7671
ch.5139	Gene:WBGene00008563	II:8790456-8791540	+	1.679429696535657	0.0141	5	0.9875	0.9934	0.9973	0.0058	0.9999	0.9901	0.8063
ch.1065	Gene:WBGene00020348	I:6211169-6211984	-	1.9255876474118943	0.9095	7	0.0128	0.9984	0.9997	0.0010	0.0077	0.7715	0.9786
ch.10937	Gene:WBGene00002012	IV:9444690-9445606	-	1.7701276313637175	1.4511	7	0.0076	0.9983	0.0021	0.2980	0.0120	0.9939	0.9989
ch.17917	Gene:WBGene00045268	X:2577641-2578361	+	1.3245300928047943	0.5869	8	0.0023	0.4738	0.9988	0.0077	0.0014	0.0055	0.9959
ch.9091	Gene:WBGene00023450	III:13641694-13642426	-	1.3391535392923661	0.1252	6	0.9999	0.9994	0.0046	0.9983	0.9952	0.2701	0.0477
ch.12884	Gene:WBGene00021486	V:2068348-2069241	+	1.3151914933710545	0.2471	13	0.9911	0.0675	0.9975	0.1118	0.0061	0.0004	0.9872
ch.13614	Gene:WBGene00015340	V:4918035-4918673	-	1.9807054531102828	0.0019	14	0.9990	0.9955	0.0138	0.9959	0.9979	0.9924	0.0369
ch.750	Gene:WBGene00023068	I:4790191-4790741	+	0.11357550529569985	0.0037	27	0.9983	0.9958	0.0012	0.9972	0.9996	0.9907	0.0108
ch.467	Gene:WBGene00021548	I:3317877-3318683	-	1.9933309971351447	0.4880	8	0.0017	0.0019	0.7595	0.9959	0.0160	0.0048	0.9885
ch.1157	Gene:WBGene00019007	I:6552733-6553478	-	1.9975423253544204	0.0223	6	0.9971	0.9945	0.9975	0.9998	0.0168	0.9964	0.0964
ch.1184	Gene:WBGene00015907	I:6669083-6669691	+	1.0792380848590937	0.0000	4	0.6975	0.9984	0.9992	0.0007	0.9904	0.0045	0.1046
ch.6239	Gene:WBGene00008492	II:13996857-13997680	-	1.7859425022381676	0.0088	3	0.9978	0.0821	0.9967	0.9996	0.9979	0.0050	0.9399
ch.14621	Gene:WBGene00020862	V:9067877-9068489	+	1.0016382838452798	0.0091	9	0.9959	0.9925	0.0078	0.2829	0.0028	0.9985	0.1012
ch.15824	Gene:WBGene00002259	V:13879451-13880312	+	2.0	0.2369	5	0.5650	0.9989	0.0007	0.9987	0.0049	0.9999	0.9095
ch.5673	Gene:WBGene00004454	II:11096441-11097303	-	1.3065931844885221	0.2135	23	0.9947	0.9223	0.9957	0.9965	0.9933	0.9994	0.0012
ch.7126	Gene:WBGene00009648	III:4243573-4244484	-	1.333638330168932	0.0292	6	0.0017	0.9979	0.9984	0.2930	0.0002	0.0028	0.9891
ch.6178	Gene:WBGene00007841	II:13669003-13669788	+	1.091283858593044	0.0019	3	0.9963	0.9929	0.9992	0.9977	0.0006	0.9946	0.6323
ch.9726	Gene:WBGene00044292	IV:3893957-3894529	-	0.004592632409416615	0.0000	1	0.6817	0.5386	0.4996	0.7283	0.2423	0.2007	0.2693
ch.4878	Gene:WBGene00015205	II:7698512-7699132	-	1.9990443552791644	0.0989	4	0.0054	0.9870	0.0013	0.9942	0.9996	0.0007	0.0409
ch.5886	Gene:WBGene00012841	II:12113123-12113947	-	1.3411899442895354	0.0024	4	0.9991	0.9278	0.9926	0.9986	0.0006	0.9987	0.0234
ch.5124	Gene:WBGene00206502	II:8715296-8715843	+	0.9910693575383538	0.0001	8	0.8852	0.5894	0.9388	0.9735	0.5910	0.1567	0.1027
ch.1828	Gene:WBGene00044987	I:9581685-9582682	-	0.18259625818435612	0.1632	14	0.8885	0.0129	0.8180	0.9824	0.0369	0.0335	0.9740
ch.12718	Gene:WBGene00021739	V:1207206-1207933	+	1.3085222253885425	0.1098	8	0.0132	0.1124	0.9971	0.9629	0.0007	0.9982	1.0000
ch.7419	Gene:WBGene00022663	III:5345163-5346216	-	1.2716251573447712	0.1239	10	0.0036	0.0368	0.9909	0.9966	0.0248	0.0017	0.9985
ch.8524	Gene:WBGene00011869	III:10197615-10198451	+	1.3305643031726968	0.0256	23	0.3359	0.0005	0.9971	0.0037	0.0021	0.9879	0.9988
ch.11314	Gene:WBGene00003081	IV:10933401-10934288	+	0.7783637014543149	0.0962	20	0.9950	0.6723	0.2993	0.9924	0.9697	0.9720	0.0012
ch.2654	Gene:WBGene00004915	I:13339296-13340323	+	0.7658773477065948	0.4276	33	0.4532	0.8167	0.9964	0.2192	0.9899	0.0042	0.9961
ch.19716	Gene:WBGene00010033	X:13582019-13582856	+	0.745882989306124	0.0314	6	0.9980	0.9981	0.9975	0.0013	0.9967	0.0024	0.0114
ch.4119	Gene:WBGene00017374	II:4727227-4727968	-	1.413155356896336	0.7633	6	0.9999	0.2350	0.3635	0.0036	0.0014	0.0009	0.9997
ch.11940	Gene:WBGene00012880	IV:13663297-13664289	-	1.339667896109758	0.0184	7	0.9936	0.0925	0.8726	0.5294	0.8711	0.9889	0.4644
ch.8530	Gene:WBGene00011872	III:10210901-10212045	-	0.7855367522437168	0.1772	12	0.9986	0.9907	0.0435	0.9875	0.0247	0.0367	0.0009
ch.4644	Gene:WBGene00016004	II:6700556-6701724	-	0.3674553807989089	0.1608	19	0.9975	0.9968	0.6115	0.9999	0.7050	0.2142	0.0003
ch.10744	Gene:WBGene00018337	IV:8618143-8618884	-	0.66793362427971	0.0888	9	0.9984	0.7776	0.9885	0.0063	0.4482	0.9955	0.0083
ch.5618	Gene:WBGene00269421	II:10809192-10809946	+	1.3977317416071384	0.1343	6	0.9996	0.5507	0.9982	0.9995	0.0005	0.0011	0.0031
ch.6749	Gene:WBGene00021441	III:1777701-1778408	+	0.1327352923746139	0.0000	4	0.8178	0.1197	0.9854	0.9655	0.8107	0.1502	0.0131
ch.1420	Gene:WBGene00009191	I:7723655-7724755	-	0.7286498380086781	0.1056	15	0.9974	0.5043	0.9894	0.0000	0.0143	0.0042	0.9694
ch.18675	Gene:WBGene00004989	X:7318138-7318855	-	1.7990654408516482	0.0354	9	0.0098	0.9944	0.0011	0.9960	0.9968	0.0006	0.6191
